State,Year,Population,Property_Crime_Rate,Property_Burglary_Rate,Property_Larceny_Rate,Property_Motor_Rate,Violent_Crime_Rate,Violent_Assault_Rate,Violent_Murder_Rate,Violent_Rape_Rate,Violent_Robbery_Rate
Kentucky,1986,3728000,2757.8,824.2,1740.4,193.2,334.4,222.2,6.7,23.1,82.5
Kentucky,1987,3727000,2932.2,847.1,1892.5,192.7,337.8,219.1,7.5,21,90.2
Kentucky,1988,3721000,2804.7,826.3,1792.8,185.5,330.1,227.3,6.2,22.4,74.3
Kentucky,1989,3727000,2960.2,819.1,1921.4,219.8,356.9,248.3,7.9,24.6,76.1
Kentucky,1990,3685296,2909.1,766.9,1942.7,199.4,390.4,285.2,7.2,29,69.1
Kentucky,1991,3713000,2920.3,796.6,1909.1,214.6,438,312.7,6.8,35.4,83.1
Kentucky,1992,3755000,2788.1,729.1,1842.5,216.5,535.5,410.4,5.8,32.2,87.2
Kentucky,1993,3789000,2797,740.1,1840.7,216.2,462.7,331.4,6.6,34.3,90.4
Kentucky,1994,3827000,2893.3,750.4,1919.2,223.6,444,308.4,6.4,35.3,93.9
Kentucky,1995,3860000,2987,735.5,1992.4,259.1,364.7,222,7.2,31.9,103.7
Kentucky,1996,3884000,2845.8,688.4,1896.3,261.1,320.5,189.2,5.9,31.7,93.8
Kentucky,1997,3908000,2810.1,681.6,1880.4,248.1,316.9,187,5.8,33.4,90.7
Kentucky,1998,3936000,2787.6,711.3,1828.5,247.8,328,205.7,6,28.1,88.1
Kentucky,1999,3960825,2645.1,635.7,1785.5,223.9,308.3,195.8,5.1,29,78.4
Kentucky,2000,4041769,2665.2,626.2,1809.6,229.5,294.5,182.2,4.8,27,80.6
Kentucky,2001,4068816,2638.5,662.7,1756,219.8,258.3,147.7,4.4,25.8,80.3
Kentucky,2002,4089822,2655.1,657.5,1769.7,227.9,271.4,163.6,4.7,26.6,76.6
Kentucky,2003,4118189,2510.1,632.2,1677.5,200.4,248.5,138.5,4.4,27.3,78.3
Kentucky,2004,4141835,2540.2,625.4,1703,211.8,245.1,130.6,5.7,29.9,78.9
Kentucky,2005,4172608,2531,634.1,1686,211,267,139.8,4.6,34.1,88.4
Kentucky,2006,4206074,2601.7,662.5,1716.5,222.6,270.1,143.3,4.1,31.2,91.5
Kentucky,2007,4241474,2546,655.9,1685.5,204.6,290.7,157.7,4.9,32.2,95.9
Kentucky,2008,4269245,2681.8,692.3,1810.1,179.4,297.2,162.8,4.7,34.1,95.6
Kentucky,2009,4314113,2524.6,692.6,1690.7,141.3,255,130.8,4.3,35.5,84.4
Kentucky,2010,4347223,2557.3,700.3,1713.5,143.5,243.9,120.3,4.3,33.1,86.2
Kentucky,2011,4366814,2725.9,750,1822.5,153.5,239.6,117,3.5,34.3,84.8
Kentucky,2012,4380415,2552.9,675.4,1725.2,152.2,222.6,108.4,4.5,29,80.7
Kentucky,2013,4395295,2362.9,596.4,1629.3,137.2,209.8,95.5,3.8,36.7,73.9
Kentucky,2014,4413457,2246.9,526.7,1577.1,143.2,211.6,99.8,3.6,32.6,75.6
Kentucky,2015,4425092,2177.6,503,1498.7,175.9,218.7,105.5,4.7,33.7,74.7
Kentucky,2016,4436974,2189.7,469.6,1497.4,222.8,232.3,113.5,5.9,37,75.9
Kentucky,2017,4454189,2129.1,453.4,1445.7,230,225.8,116.2,5.9,37.3,66.4
Kentucky,2018,4468402,1962.6,384.7,1348.2,229.6,211.9,113.2,5.5,38.2,55
Kentucky,2019,4467673,1897.4,345.7,1323.5,228.2,217.1,128.6,4.9,35.2,48.4
Louisiana,1960,3257022,1342,387.3,764.3,190.4,153.2,90.8,8.3,8.6,45.6
Louisiana,1961,3321000,1120.7,336.6,614.4,169.6,135.7,76.9,6.4,8,44.4
Louisiana,1962,3330000,1194.8,327.1,683.5,184.3,137.2,84.7,6.8,6.8,39
Louisiana,1963,3418000,1385.1,395.8,791.3,198.1,169.6,114.2,6.9,6.2,42.3
Louisiana,1964,3468000,1614.9,482.4,901.6,230.9,205.9,133.2,8.3,11.1,53.3
Louisiana,1965,3534000,1568.1,452.3,913.3,202.5,203.1,132.6,8.1,11.1,51.3
Louisiana,1966,3603000,1917,578.5,1073.7,264.8,241.2,147.9,9.9,16.6,66.8
Louisiana,1967,3662000,2113.8,656.2,1176.3,281.3,275,167.2,9.3,16.5,82.1
Louisiana,1968,3732000,2192.7,678,1232.1,282.6,314.6,198.4,9.5,16.4,90.3
Louisiana,1969,3745000,2391.8,694.6,1373.1,324.2,360.3,226,9.5,22.1,102.6
Louisiana,1970,3643180,2902.5,890,1627.7,384.7,413.5,237.8,11.7,23.1,140.8
Louisiana,1971,3681000,3043,911.9,1729.4,401.7,413.1,243.2,11.1,23.7,135.1
Louisiana,1972,3720000,2960.2,903.1,1700.6,356.4,422.4,252.8,13.2,23,133.4
Louisiana,1973,3764000,2977.3,962.1,1690.4,324.9,425.6,249.3,15.4,22.2,138.6
Louisiana,1974,3764000,3343.7,1045.7,1956.2,341.7,472.7,275.1,16,25.2,156.3
Louisiana,1975,3791000,3645,1114.6,2191.8,338.5,478.4,289,12.6,23.7,153.1
Louisiana,1976,3841000,3888.2,1140.6,2447,300.6,472.8,308.5,13.2,26.8,124.3
Louisiana,1977,3921000,3973.1,1165.5,2469.9,337.7,524.8,335.5,15.5,30.9,142.9
Louisiana,1978,3966000,4207.4,1275.5,2570.3,361.6,584.9,360.7,15.8,34.8,173.7
Louisiana,1979,4026000,4682.4,1396.8,2877.7,407.9,676.3,401.4,16.9,38.6,219.4
Louisiana,1980,4199542,4788.8,1523.9,2888.4,376.5,665,407.8,15.7,44.5,197
Louisiana,1981,4305000,4629.4,1434.5,2832.9,362,638.3,379.2,15.6,41.4,202
Louisiana,1982,4362000,4642.1,1424.8,2881.7,335.6,669.1,400.6,16,39.9,212.6
Louisiana,1983,4438000,4385.7,1292.5,2782.6,310.6,640.9,396.8,14.2,39.9,190
Louisiana,1984,4462000,4432.5,1226.2,2898.9,307.5,678,432.8,12.9,41.8,190.5
Louisiana,1985,4481000,4869.3,1323.9,3163.1,382.3,694.2,453.3,10.9,39.8,190.3
Louisiana,1986,4501000,5319.8,1460.8,3417.4,441.6,758.2,481.6,12.8,40.1,223.8
Louisiana,1987,4461000,5180.2,1444.5,3323.2,412.5,693,467,11.1,35.9,179
Louisiana,1988,4420000,5043.3,1444.4,3148,450.9,717.4,458.3,11.6,38.5,209
Louisiana,1989,4382000,5459.5,1464.7,3473.5,521.3,781.8,491.4,14.9,38.2,237.3
Louisiana,1990,4219973,5588.2,1437.9,3548.6,601.7,898.4,569.2,17.2,42.2,269.8
Louisiana,1991,4252000,5473.5,1411.5,3488.6,573.4,951,614.3,16.9,40.9,278.9
Louisiana,1992,4287000,5561.9,1366.3,3567.5,628.1,984.6,653.4,17.4,42.3,271.4
Louisiana,1993,4295000,5784.9,1368.3,3802.9,613.7,1061.7,715.4,20.3,42.3,283.6
Louisiana,1994,4315000,5689.2,1279,3802.6,607.6,981.9,650.3,19.8,44.6,267.2
Louisiana,1995,4342000,5668.6,1231.7,3838.5,598.4,1007.4,679,17,42.7,268.6
Louisiana,1996,4351000,5909.7,1295.8,3982.3,631.6,929.1,593.5,17.5,41.5,276.6
Louisiana,1997,4352000,5593.4,1239.3,3748,606,855.9,559.7,15.7,41.3,239.1
Louisiana,1998,4369000,5318.8,1172.1,3605.1,541.6,779.5,531.9,12.8,36.8,198
Louisiana,1999,4372035,5014.1,1092.7,3425.2,496.2,732.7,515.2,10.7,33.1,173.6
Louisiana,2000,4468976,4741.7,1035.8,3229.9,475.9,681.1,466.6,12.5,33.5,168.5
Louisiana,2001,4470368,4646,1039.1,3121.8,485.1,686.3,467.7,11.2,31.4,175.9
Louisiana,2002,4476192,4442.1,1013.1,2978,451,663.3,456.7,13.2,34.2,159.1
Louisiana,2003,4493665,4310.5,991.9,2881.2,437.4,636.9,432.4,13,35.6,156
Louisiana,2004,4506685,4419.1,1006.5,2975.1,437.4,640,445.8,12.7,35.9,145.7
Louisiana,2005,4507331,3696,873.7,2504,319,597,436.6,10,31.5,118.4
Louisiana,2006,4287768,4080.8,1089.2,2626.2,365.4,721.2,533,12.9,37,138.3
Louisiana,2007,4293204,4204.7,1093.2,2755.3,356.2,740.4,545.5,14.6,33.2,147.1
Louisiana,2008,4410796,3880.9,1032.1,2541.3,307.5,671.4,489.2,12.3,28.3,141.5
Louisiana,2009,4492076,3842.7,1044.7,2540.1,258,642.9,464.1,11.8,30.1,136.9
Louisiana,2010,4545343,3644.8,999.6,2425.8,219.3,555.3,400.7,11,27.1,116.5
Louisiana,2011,4574766,3683.9,1010.8,2473.9,199.2,554.6,401.6,11.1,27.6,114.4
Louisiana,2012,4601893,3540.6,915.7,2453.7,171.3,496.9,342,10.8,25.2,119
Louisiana,2013,4625470,3582,890.4,2493.6,198,518.5,352.8,10.8,35,119.9
Louisiana,2014,4649676,3458.8,824.5,2421.6,212.7,514.7,352.4,10.3,29.6,122.5
Louisiana,2015,4670724,3353.4,759,2385.8,208.6,539.7,373.7,10.3,36.9,118.8
Louisiana,2016,4681666,3297.7,740.5,2336.3,220.8,566.1,396.4,11.8,38.8,119.1
Louisiana,2017,4684333,3366.8,731.5,2401.3,234,557,390.3,12.4,39.9,114.4
Louisiana,2018,4659978,3276,668.1,2360.4,247.6,537.5,383.4,11.4,44.7,98
Louisiana,2019,4648794,3162,579,2352.4,230.5,549.3,402.1,11.7,48.9,86.6
Maine,1960,969265,1158.4,278.8,756.7,123,29.8,15.3,1.7,5,7.9
Maine,1961,992000,1081.1,299.3,705.8,76,33.7,17.4,1.6,5.8,8.8
Maine,1962,999000,1163.4,307.6,766.1,89.7,27.7,15.7,1.4,2.8,7.8
Maine,1963,982000,1142.2,302.6,737.9,101.6,31.2,19,1.9,3.7,6.5
Maine,1964,989000,1351,372.9,866.8,111.2,51.2,34.3,1.5,7.8,7.6
Maine,1965,993000,1372.1,404.9,873.2,94,44,33.5,2.1,4.3,4
Maine,1966,983000,1377.7,364,907.1,106.6,49.4,36.4,2.2,4.9,5.9
Maine,1967,973000,1559.1,457.6,990.4,111.1,63.8,47.8,0.4,6,9.7
Maine,1968,979000,1617.5,513.7,970.1,133.7,64.7,46.2,3,6.7,8.8
Maine,1969,978000,1866.3,580,1142.7,143.6,74.9,56,1.6,5.9,11.3
Maine,1970,993663,1970.7,638.5,1179.6,152.6,89.3,68.1,1.5,7,12.6
Maine,1971,1003000,2226.2,750.6,1327.8,147.8,90,66.3,2,7.4,14.4
Maine,1972,1029000,2479.5,792.5,1524.6,162.4,111.1,76.9,5.3,7.8,21.1
Maine,1973,1028000,2720,973.4,1566.8,179.8,122.4,91.7,2.1,7.8,20.7
Maine,1974,1047000,3462.7,1318.9,1946,197.7,137.5,98.1,2.9,8.7,27.9
Maine,1975,1059000,3740.1,1361.5,2167.9,210.8,219.5,169.8,2.8,10.4,36.4
Maine,1976,1070000,3864.4,1313.2,2337.5,213.7,220,169.4,2.7,9.9,37.9
Maine,1977,1085000,3850.7,1253.1,2350.7,246.9,224.7,170,2.4,13.5,38.7
Maine,1978,1091000,3930.8,1241.2,2436.2,253.3,207.7,161,2.7,11.1,32.9
Maine,1979,1097000,4104.8,1147.9,2719.1,237.9,202.5,155.9,2.8,11.9,31.8
Maine,1980,1123670,4174.2,1182.8,2772.3,219.1,193.4,146.8,2.8,12.9,30.8
Maine,1981,1132000,4047.7,1243.9,2610,193.8,195.6,147.1,3.2,12.8,32.5
Maine,1982,1133000,3696.7,1047,2459.2,190.6,163,117,2.1,13.4,30.5
Maine,1983,1146000,3521.6,996.1,2357.9,167.5,159.6,113.5,2.1,16.8,27.1
Maine,1984,1156000,3368.9,888.1,2319.3,161.4,158.5,117,1.7,13.4,26.4
Maine,1985,1164000,3504.2,911.3,2427.8,165.1,167.5,126.4,2.4,14.3,24.4
Maine,1986,1174000,3314.2,803.5,2346.5,164.2,147,102.3,2,14.8,27.9
Maine,1987,1187000,3380.1,770.7,2436.1,173.4,152.1,108.3,2.5,15.7,25.6
Maine,1988,1206000,3420.3,816.9,2398.7,204.7,157.4,110,3.1,18.6,25.8
Maine,1989,1222000,3446.5,802.8,2460.5,183.2,137.2,91.2,3.2,18.7,24
Maine,1990,1227928,3554.5,823,2554.9,176.6,143.2,96,2.4,19.7,25.1
Maine,1991,1235000,3635.6,902.5,2569.8,163.3,132.1,86.3,1.2,21.9,22.7
Maine,1992,1235000,3392.7,822.3,2426.4,144,130.9,82,1.7,23.8,23.3
Maine,1993,1239000,3028.2,719,2174.7,134.4,125.7,76.3,1.6,26.6,21.3
Maine,1994,1240000,3142.8,720.8,2278.8,143.2,129.9,79.6,2.3,25.6,22.4
Maine,1995,1241000,3153.3,726.4,2292,134.8,131.4,81.1,2,21.4,26.9
Maine,1996,1243000,3269.2,748.4,2377.9,142.9,124.9,78.5,2,20.9,23.5
Maine,1997,1242000,3011,663.5,2215.2,132.2,120.8,77.6,2,20.5,20.7
Maine,1998,1244000,2914.9,666.8,2126.8,121.3,125.9,84.6,2.1,18.1,21.1
Maine,1999,1253040,2762.7,601.1,2026.4,135.2,112,71.6,2,19.1,19.4
Maine,2000,1274923,2510.2,531.4,1875.1,103.7,109.6,63.9,1.2,25.1,19.4
Maine,2001,1284470,2581.1,537,1914,130.1,111.7,64.3,1.5,25.4,20.6
Maine,2002,1294894,2547.3,537.9,1899.1,110.4,107.8,56.8,1.1,29.1,20.9
Maine,2003,1309205,2450.2,502.5,1836.5,111.2,108.6,58.3,1.2,27,22.1
Maine,2004,1314985,2413.7,482.2,1832.4,99.1,103.7,56.4,1.4,24,22
Maine,2005,1318220,2419,479.7,1837,102,112,61.8,1.4,24.7,24.5
Maine,2006,1321574,2546.8,518,1926.9,101.9,116,59.5,1.7,25.8,29
Maine,2007,1317207,2448.3,512.1,1839.3,96.9,118.8,61,1.5,29.8,26.5
Maine,2008,1316456,2463.7,498.2,1875.9,89.6,119.4,63,2.4,28.8,25.3
Maine,2009,1318301,2405.1,510.4,1817.1,77.5,119.9,59.2,2,28.4,30.3
Maine,2010,1327379,2478.6,554.8,1849.3,74.5,122.1,60,1.8,29.3,31
Maine,2011,1328544,2546.3,592,1873.2,81.1,123.3,63.8,2,29.7,27.9
Maine,2012,1329192,2509.9,561.3,1873.7,74.9,122.7,61,1.9,28,31.8
Maine,2013,1328302,2292.2,488.1,1735.3,68.8,129.3,68.7,1.8,33.7,25.2
Maine,2014,1330089,1986.4,378.2,1548.2,60.1,127.8,66.9,1.6,36.5,22.9
Maine,2015,1329328,1830,352.4,1416.4,61.2,130.1,69.3,1.7,35.7,23.4
Maine,2016,1331479,1645.7,300.6,1286.8,58.2,123.8,71.3,1.5,30.9,20
Maine,2017,1335907,1507.1,249.6,1198.1,59.4,121,65.3,1.7,35.4,18.6
Maine,2018,1338404,1357.8,202.7,1097.1,58.1,112.1,60,1.8,33.3,17
Maine,2019,1344212,1245.6,174.8,1016.7,54,115.2,61.3,1.5,38.4,14
Maryland,1960,3100689,1518.8,366.4,968.3,184.1,151.3,101.3,5.4,7.2,37.3
Maryland,1961,3188000,1634.4,387.3,1049.6,197.5,155.6,101.1,4.5,8.2,41.7
Maryland,1962,3191000,1736.4,403.8,1137.5,195.1,154,97.6,5.7,8.7,42
Maryland,1963,3289000,1981.4,485.5,1258.3,237.6,160.6,92.6,6.3,9.4,52.3
Maryland,1964,3432000,2170,545.9,1354.1,270,217,140.7,6.7,10.1,59.5
Maryland,1965,3519000,2474.3,638.6,1529.7,306,285.1,181.5,6.7,13.9,82.9
Maryland,1966,3613000,2852.6,754.3,1668.1,430.2,311,164.9,7,15.3,123.7
Maryland,1967,3682000,3436.2,1014.8,1932.3,489.1,474.1,234.5,8,19.6,212.1
Maryland,1968,3757000,3956.8,1301.2,2050.6,605,623,312,9.3,26,275.6
Maryland,1969,3765000,3928,1114.7,2220.7,592.6,645.3,311.7,9.3,29.9,294.4
Maryland,1970,3922399,4016.1,1051.2,2417.3,547.6,624.9,253.3,9.2,23.9,338.6
Maryland,1971,4000000,4177.8,1122.5,2528.5,526.8,621.4,259.9,11.2,24.9,325.4
Maryland,1972,4056000,3977.5,1111.7,2331.6,534.2,651.2,288.6,12.5,26,324.1
Maryland,1973,4070000,4150.3,1144.6,2457.9,547.8,641.1,300.4,11.3,27.8,301.6
Maryland,1974,4094000,4931,1402.9,2944.8,583.3,719.1,316.9,11.7,29.8,360.6
Maryland,1975,4098000,5197.7,1413.2,3267.6,516.9,709.8,323.4,10.7,31.5,344.2
Maryland,1976,4144000,5031,1359.9,3242.2,428.9,633.4,297.4,8.5,32,295.5
Maryland,1977,4139000,5006.2,1400,3177.7,428.5,693.8,358.9,8,34.8,292.1
Maryland,1978,4143000,5081.6,1421.8,3235,424.8,732,378.6,8.2,35.6,309.6
Maryland,1979,4149000,5499.1,1509.5,3502,487.6,795.5,415.2,9.8,39.4,331.2
Maryland,1980,4192211,5777.7,1698,3629.2,450.5,852.4,410.1,9.5,40.1,392.7
Maryland,1981,4261000,5670.6,1660.2,3576.7,433.7,887.1,414,9.9,38.8,424.4
Maryland,1982,4265000,5162.3,1419.6,3350.6,392.1,850,441.9,10.1,37.4,360.5
Maryland,1983,4304000,4549.9,1224.4,2961,364.5,807.1,418.4,8.5,32.8,347.4
Maryland,1984,4349000,4422.3,1183.8,2841.3,397.2,792.3,445.3,8.1,37.7,301.1
Maryland,1985,4392000,4538.2,1206.6,2870.6,461,834.6,485.8,7.9,38.7,302.2
Maryland,1986,4463000,4768.8,1245.6,2977.9,545.2,833,476.4,9,43.6,304
Maryland,1987,4535000,4709.8,1162.5,2965.5,581.8,767.8,428.3,9.6,39.6,290.3
Maryland,1988,4644000,4897.9,1178.6,3047.1,672.1,806.8,458.7,9.7,37.1,301.3
Maryland,1989,4694000,4707.2,1123.5,2919.5,664.2,855.4,473.7,11.6,38,332.1
Maryland,1990,4781468,4911.5,1119.9,3082.9,708.7,919,497.9,11.5,45.7,363.8
Maryland,1991,4860000,5253.1,1157.6,3364.7,730.8,956.2,491.5,11.7,45.9,407.1
Maryland,1992,4908000,5224.5,1131.2,3366.8,726.4,1000.1,512.6,12.1,46.4,429
Maryland,1993,4965000,5108.7,1132.8,3292.5,683.4,997.8,506.4,12.7,44,434.7
Maryland,1994,5006000,5174.6,1043.4,3368.1,763,948,493.3,11.6,40.7,402.5
Maryland,1995,5042000,5307.9,1057.5,3532.8,717.6,986.9,509.7,11.8,42.2,423.1
Maryland,1996,5072000,5130.7,992.3,3427,711.4,931.2,488.8,11.6,37.6,393.2
Maryland,1997,5094000,4806.5,940.7,3263.8,602,846.6,464.4,9.9,35.6,336.8
Maryland,1998,5135000,4569.1,922.9,3096.8,549.4,796.6,454.5,10,33.4,298.7
Maryland,1999,5171634,4176.1,835.9,2848.2,492,743.4,440.8,9,30,263.7
Maryland,2000,5296486,4029.5,744.4,2745.7,539.5,786.6,493.3,8.1,29.1,256
Maryland,2001,5386079,4075.5,771.5,2709.5,594.6,781.4,495.1,8.3,26.9,251.1
Maryland,2002,5450525,3983.2,729.6,2629.5,624.2,770.8,490.1,9.4,25.1,246.2
Maryland,2003,5512310,3799.1,701,2437.7,660.4,703.5,428,9.5,24.6,241.3
Maryland,2004,5561332,3640.7,660,2335.6,645.2,700.6,437.9,9.4,23.7,229.7
Maryland,2005,5589599,3551,642.7,2299,610,704,414.6,9.9,22.6,257.2
Maryland,2006,5615727,3481,667,2270.4,543.5,678.6,392,9.7,21,256
Maryland,2007,5618344,3431.5,660.2,2265.9,505.4,641.9,375.1,9.9,21,236
Maryland,2008,5633597,3517.6,689.6,2378.3,449.7,628.2,365.1,8.8,20,234.4
Maryland,2009,5699478,3198.5,647.5,2206.7,344.2,590,351.3,7.7,20.3,210.7
Maryland,2010,5785681,2995.5,634.4,2049.5,311.6,546.3,326.7,7.4,21.2,191.1
Maryland,2011,5839572,2857.2,613.5,1968.5,275.2,493.5,289,6.8,20.5,177.1
Maryland,2012,5884563,2753.5,573.2,1924.9,255.3,476.8,277.2,6.3,21,172.3
Maryland,2013,5928814,2663.5,538.9,1898.3,226.3,473.8,272,6.4,25.8,169.5
Maryland,2014,5976407,2507.5,468.7,1819.6,219.2,446.1,253.2,6.1,27.1,159.7
Maryland,2015,6006401,2315,427.5,1668.5,218.9,457.2,256.7,8.6,27.7,164.2
Maryland,2016,6016447,2284.5,410.4,1677.4,196.7,472,263.8,8,29.2,171
Maryland,2017,6052177,2222.3,388.4,1609.7,224.2,500.2,278.2,9,27.9,185.1
Maryland,2018,6042718,2033.3,312.6,1519.8,200.9,468.7,267,8.1,32.8,160.8
Maryland,2019,6045680,1950.2,278.9,1485,186.2,454.1,261.3,9,31.6,152.2
Massachusetts,1960,5148578,1170.3,309.2,650.1,211.1,48.8,22.1,1.4,4.8,20.4
Massachusetts,1961,5234000,1409.7,376.1,762,271.6,53.1,25.7,1.5,5.6,20.4
Massachusetts,1962,5161000,1567.5,410.4,853.5,303.6,62.1,29.5,1.8,5,25.8
Massachusetts,1963,5218000,1659.7,443.1,850.6,366,66.2,32.7,1.9,4.5,27
Massachusetts,1964,5338000,1902.2,529.7,920.4,452.1,85.4,46.8,2,6,30.6
Massachusetts,1965,5348000,2022.9,554.5,934.9,533.5,98.5,50.7,2.4,5.4,40
Massachusetts,1966,5383000,2160.1,619.1,989.1,551.8,115.2,60.5,2.4,6.4,46
Massachusetts,1967,5421000,2354.5,675.5,1011.6,667.4,127.6,65.2,2.8,7.6,52
Massachusetts,1968,5437000,2903.9,868.3,1229,806.6,164,76.7,3.5,9.5,74.3
Massachusetts,1969,5467000,3290.7,1032.6,1399.3,858.8,187.9,82.9,3.5,10.8,90.6
Massachusetts,1970,5689170,3543.4,1134.1,1531.2,878.1,202.9,87.9,3.5,12,99.5
Massachusetts,1971,5758000,4081.5,1339.8,1756.9,984.9,266,109.6,3.8,12.4,140.1
Massachusetts,1972,5787000,3811.8,1242.3,1597.1,972.4,295.2,125.2,3.7,13.5,152.8
Massachusetts,1973,5818000,4169.1,1330.3,1729.2,1109.6,351.9,149.3,4.4,16.3,182
Massachusetts,1974,5800000,4994.2,1549.8,2078.8,1365.6,388.7,156.3,4.4,15.6,212.4
Massachusetts,1975,5828000,5635.3,1712.5,2351.7,1571.1,442.6,192.2,4.2,19.2,227
Massachusetts,1976,5809000,5421.7,1662.1,2446.8,1312.7,399.2,198,3.3,17.7,180.2
Massachusetts,1977,5782000,4983.7,1532.2,2311.3,1140.1,425.3,231.6,3.1,20.8,169.9
Massachusetts,1978,5774000,4888.5,1515.1,2277.8,1095.6,462,263.3,3.7,22.6,172.3
Massachusetts,1979,5769000,5386.7,1604.6,2637.1,1144.9,531.3,299.6,3.7,24.8,203.2
Massachusetts,1980,5728288,5477.8,1740.4,2685.8,1051.6,601.3,334.4,4.1,27.3,235.5
Massachusetts,1981,5770000,5206.7,1647.8,2559.6,999.3,628.6,326.7,3.6,27.4,270.9
Massachusetts,1982,5781000,4932.4,1422.1,2541.7,968.6,571.4,328.5,3.8,25.3,213.8
Massachusetts,1983,5767000,4434,1253.5,2321.5,858.9,576.8,338.9,3.5,25.9,208.5
Massachusetts,1984,5798000,4064.8,1099.6,2125.1,840,523.7,317.4,3.6,28.1,174.6
Massachusetts,1985,5822000,4219.6,1120.4,2234.4,864.8,538.2,316.5,3.5,29.8,188.5
Massachusetts,1986,5832000,4166.5,1070.9,2189.1,906.5,556.9,330.9,3.6,29.7,192.7
Massachusetts,1987,5855000,4169.2,1059.9,2185.1,924.2,564.6,352.5,3,31.9,177.3
Massachusetts,1988,5871000,4371.3,1061.3,2417.5,892.5,619.6,407.8,3.5,32,176.3
Massachusetts,1989,5913000,4461,1065.5,2484.8,910.7,675,436.3,4.3,31.8,202.6
Massachusetts,1990,6016425,4561.5,1112.7,2525.3,923.6,736.3,481.4,4,33.7,217.1
Massachusetts,1991,5996000,4586.2,1167.1,2500.5,918.7,736.1,505.2,4.2,32.1,194.6
Massachusetts,1992,5998000,4223.8,1072.3,2361,790.5,779,555,3.6,36.1,184.4
Massachusetts,1993,6012000,4089,1001.7,2271.3,816.1,804.9,592,3.9,33.4,175.7
Massachusetts,1994,6041000,3733.4,881,2151.3,701,707.6,505.7,3.5,30.2,168.2
Massachusetts,1995,6074000,3654.4,817.7,2232.2,604.5,687.2,504.2,3.6,29,150.4
Massachusetts,1996,6092000,3194.9,704.1,1962.6,528.2,642.2,482.9,2.6,29,127.7
Massachusetts,1997,6118000,3031,661.8,1887.8,481.4,644.2,506.2,1.9,26.9,109.1
Massachusetts,1998,6147000,2814.6,607.3,1777.7,429.5,621.3,495.2,2,27.4,96.6
Massachusetts,1999,6175169,2711.5,533.8,1762.6,415,551,426,2,26.9,96
Massachusetts,2000,6349097,2550,482,1660.5,407.6,476.1,355.9,2,26.7,91.6
Massachusetts,2001,6401164,2610.1,506.6,1668.8,434.7,477.8,345.4,2.2,29,101.2
Massachusetts,2002,6421800,2612.2,517.7,1680.6,414,484.9,342.9,2.7,27.7,111.6
Massachusetts,2003,6420357,2562.8,544.6,1620.9,397.3,473.1,317.4,2.2,28.8,124.8
Massachusetts,2004,6407382,2468.2,538.4,1585.7,344.1,460.2,312.8,2.7,28,116.8
Massachusetts,2005,6433367,2358,539.8,1524,294,461,309,2.8,27.2,121.8
Massachusetts,2006,6437193,2391.5,547.5,1564.7,279.2,500.5,344.5,2.9,27.5,125.5
Massachusetts,2007,6449755,2399.2,554.5,1611.3,233.4,441.7,304.4,2.9,25.5,108.9
Massachusetts,2008,6497967,2399.5,557.9,1645.3,196.3,463.8,325.4,2.6,26.9,108.9
Massachusetts,2009,6593587,2323.1,523.5,1619.7,179.9,462.6,320.4,2.6,26.3,113.2
Massachusetts,2010,6555466,2356.8,578.2,1603.6,175,468.9,333.2,3.3,27.2,105.2
Massachusetts,2011,6607003,2252.6,551,1538.4,163.2,427.3,297,2.8,25,102.4
Massachusetts,2012,6646144,2153,519.7,1494.4,138.9,405.5,280.4,1.8,24.7,98.6
Massachusetts,2013,6692824,2051.2,459.2,1455.7,136.3,413.4,270.5,2,40.6,100.2
Massachusetts,2014,6745408,1857.1,370.1,1364.5,122.5,391.4,267.6,2,32.3,89.5
Massachusetts,2015,6794422,1690.7,322.2,1249.7,118.8,390.9,280.7,1.9,30.5,77.8
Massachusetts,2016,6811779,1561.1,281.8,1161,118.3,376.9,265,2,31.2,78.8
Massachusetts,2017,6859819,1437,249.1,1078,109.9,358,252.5,2.5,32,71
Massachusetts,2018,6902149,1263.3,200.8,966.8,95.7,338.1,241.2,2,34.9,60
Massachusetts,2019,6892503,1179.8,179,911.8,89,327.6,241,2.2,32,52.4
Michigan,1960,7823194,2441.5,725.1,1536.9,179.5,217.7,105,4.5,14.5,93.7
Michigan,1961,7954000,2484.7,724.8,1583.7,176.3,207.4,108.6,4.1,13.7,81
Michigan,1962,7991000,2553.8,721.3,1633.1,199.4,226.6,112.5,3.4,14.2,96.5
Michigan,1963,8116000,2748.6,725.5,1797.2,225.8,227.7,105.7,3.5,15,103.4
Michigan,1964,8098000,2928,789.8,1875.9,262.3,261.2,124.9,3.5,19.8,113.1
Michigan,1965,8218000,3021.3,867.5,1830.3,323.6,297.6,137,4.6,24,132.1
Michigan,1966,8374000,3376.2,984,2038.7,353.5,332.1,143.8,5,28.2,155.1
Michigan,1967,8584000,3673.1,1160.6,2123.5,389,389,167.3,6.5,26.6,188.6
Michigan,1968,8740000,3743.9,1163.2,2150.5,430.2,426.7,178.2,7.7,31.3,209.6
Michigan,1969,8766000,4301.7,1315.5,2485,501.2,502.5,196.3,8.8,32.3,265.1
Michigan,1970,8875083,4931.8,1570.7,2897.1,464,575.7,192.7,9.4,27.1,346.6
